customerID,Churn,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,Contas_Diarias
1337-BOZWO,no,One year,No,Credit card (automatic),46.4,Male,0,Yes,Yes,18,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,1.5466666666666666
1338-CECEE,no,One year,No,Bank transfer (automatic),68.5,Male,0,Yes,Yes,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,2.283333333333333
1342-JPNKI,yes,Month-to-month,Yes,Bank transfer (automatic),86.05,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,2.868333333333333
1343-EHPYB,yes,Month-to-month,Yes,Electronic check,103.4,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.4466666666666668
1345-GKDZZ,no,Month-to-month,No,Mailed check,19.55,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6516666666666667
1345-ZUKID,no,One year,No,Mailed check,19.35,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.645
1346-PJWTK,no,Month-to-month,No,Credit card (automatic),94.15,Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,3.1383333333333336
1346-UFHAX,no,Month-to-month,Yes,Credit card (automatic),80.0,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,2.6666666666666665
1347-KTTTA,no,One year,Yes,Credit card (automatic),102.45,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.415
1349-WXNGG,yes,Month-to-month,No,Bank transfer (automatic),20.05,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6683333333333333
1352-HNSAW,no,Two year,Yes,Bank transfer (automatic),115.6,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.853333333333333
1352-VHKAJ,no,Month-to-month,No,Bank transfer (automatic),71.6,Male,0,Yes,Yes,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,2.3866666666666663
1353-GHZOS,no,One year,Yes,Bank transfer (automatic),59.75,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,1.9916666666666667
1353-LJWEM,no,Month-to-month,Yes,Electronic check,60.9,Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,2.03
1354-YZFNB,no,Two year,No,Credit card (automatic),19.55,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6516666666666667
1355-KUSBG,no,Month-to-month,No,Electronic check,48.8,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,1.6266666666666665
1356-MKYSK,no,Month-to-month,No,Credit card (automatic),78.65,Male,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,2.621666666666667
1357-BIJKI,no,One year,Yes,Electronic check,98.25,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3.275
1357-MVDOZ,no,Month-to-month,Yes,Bank transfer (automatic),59.65,Male,0,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,1.9883333333333333
1360-JYXKQ,no,One year,Yes,Electronic check,99.1,Female,1,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,3.3033333333333332
1360-RCYRT,no,Month-to-month,Yes,Bank transfer (automatic),30.35,Male,0,Yes,Yes,23,No,No phone service,DSL,No,No,No,Yes,No,No,1.0116666666666667
1360-XFJMR,no,One year,Yes,Credit card (automatic),109.7,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.6566666666666667
1363-TXLSL,yes,Month-to-month,Yes,Electronic check,70.3,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,2.3433333333333333
1370-AQYEM,,Month-to-month,Yes,Mailed check,90.35,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,3.0116666666666663
1370-GGAWX,no,One year,Yes,Electronic check,94.15,Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,3.1383333333333336
1371-DWPAZ,no,Two year,No,Credit card (automatic),56.05,Female,0,Yes,Yes,0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,1.8683333333333332
1371-OJCEK,no,One year,No,Bank transfer (automatic),24.35,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8116666666666668
1371-WEPDS,no,One year,No,Electronic check,55.8,Male,1,Yes,No,40,Yes,No,DSL,No,No,No,No,No,Yes,1.8599999999999999
1373-ORVIZ,yes,Month-to-month,Yes,Electronic check,66.35,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,2.2116666666666664
1374-DMZUI,yes,Month-to-month,Yes,Electronic check,94.3,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.143333333333333
1376-HHBDV,no,Month-to-month,Yes,Mailed check,48.8,Female,0,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,1.6266666666666665
1379-FRVEB,no,Month-to-month,Yes,Electronic check,91.0,Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,3.033333333333333
1383-EZRWL,yes,Month-to-month,No,Mailed check,20.05,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6683333333333333
1384-RCUXW,no,Month-to-month,Yes,Mailed check,80.55,Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,2.685
1385-TQOZW,no,Month-to-month,Yes,Credit card (automatic),20.45,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6816666666666666
1386-ZIKUV,no,Month-to-month,Yes,Mailed check,18.95,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6316666666666666
1389-CXMLU,yes,Month-to-month,No,Electronic check,91.05,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,3.0349999999999997
1389-WNUIB,no,One year,No,Bank transfer (automatic),76.0,Female,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,2.533333333333333
1391-UBDAR,no,Month-to-month,No,Electronic check,72.9,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,2.43
1393-IMKZG,no,Month-to-month,Yes,Electronic check,95.85,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,3.195
1394-SUIUH,no,Month-to-month,Yes,Electronic check,85.15,Female,1,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,2.8383333333333334
1395-OFUWC,no,Month-to-month,No,Credit card (automatic),29.3,Male,0,Yes,Yes,43,No,No phone service,DSL,No,Yes,No,No,No,No,0.9766666666666667
1395-QOUWC,,One year,Yes,Bank transfer (automatic),69.5,Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,2.316666666666667
1395-WSWXR,no,Two year,No,Mailed check,20.75,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6916666666666667
1396-QWFBJ,yes,Month-to-month,Yes,Bank transfer (automatic),74.05,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,2.4683333333333333
1397-XKKWR,no,One year,No,Mailed check,35.3,Male,0,No,No,7,No,No phone service,DSL,Yes,No,Yes,No,No,No,1.1766666666666665
1399-OUPJN,no,Two year,No,Bank transfer (automatic),19.75,Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6583333333333333
1399-UBQIU,no,Month-to-month,Yes,Electronic check,69.35,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,2.3116666666666665
1400-MMYXY,yes,Month-to-month,Yes,Electronic check,105.9,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.5300000000000002
1400-WIVLL,no,Two year,No,Electronic check,107.95,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,3.5983333333333336
1401-FTHFQ,no,One year,Yes,Credit card (automatic),20.0,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6666666666666666
1402-PTHGN,no,One year,Yes,Mailed check,61.5,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,Yes,No,No,2.05
1403-GYAFU,no,Two year,No,Credit card (automatic),20.05,Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6683333333333333
1403-LKLIK,no,One year,No,Mailed check,20.1,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.67
1406-PUQVY,no,Month-to-month,Yes,Electronic check,49.9,Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,1.6633333333333333
1407-DIGZV,no,Two year,No,Mailed check,19.1,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6366666666666667
1409-PHXTF,no,Two year,Yes,Electronic check,110.45,Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.6816666666666666
1410-RSCMR,no,Month-to-month,Yes,Credit card (automatic),71.35,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,2.378333333333333
1414-YADCW,no,Two year,No,Bank transfer (automatic),84.6,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,2.82
1415-YFWLT,yes,Month-to-month,Yes,Electronic check,89.3,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,2.9766666666666666
1421-HCERK,no,Month-to-month,Yes,Bank transfer (automatic),105.7,Male,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,3.5233333333333334
1422-DGUBX,no,One year,Yes,Electronic check,79.25,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,2.6416666666666666
1423-BMPBQ,no,Month-to-month,Yes,Mailed check,19.0,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6333333333333333
1427-GOPMO,,One year,Yes,Electronic check,86.9,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,2.896666666666667
1427-VERSM,no,Month-to-month,Yes,Electronic check,98.7,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,3.29
1428-GTBJJ,yes,Month-to-month,Yes,Electronic check,74.55,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,2.485
1428-IEDPR,no,Two year,Yes,Electronic check,109.3,Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,3.643333333333333
1428-QPOOL,,Two year,Yes,Bank transfer (automatic),82.5,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,2.75
1429-UYJSV,no,One year,No,Mailed check,19.7,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6566666666666666
1430-SFQSA,no,One year,No,Mailed check,35.6,Male,0,No,No,29,No,No phone service,DSL,Yes,No,No,Yes,No,No,1.1866666666666668
1431-AIDJQ,no,Two year,No,Credit card (automatic),82.1,Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,2.7366666666666664
1431-CYWMH,no,Month-to-month,No,Bank transfer (automatic),19.05,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.635
1432-FPAXX,yes,Month-to-month,Yes,Electronic check,30.6,Female,0,No,No,29,No,No phone service,DSL,No,Yes,No,No,No,No,1.02
1436-ZMJAN,no,Month-to-month,Yes,Credit card (automatic),67.8,Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,2.26
1439-LCGVL,no,One year,No,Mailed check,19.2,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.64
1442-BQPVU,no,Month-to-month,No,Electronic check,29.15,Female,0,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,0.9716666666666666
1442-OKRJE,no,One year,Yes,Bank transfer (automatic),103.15,Male,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,3.4383333333333335
1444-VVSGW,yes,One year,No,Credit card (automatic),115.65,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.855
1447-GIQMR,yes,Month-to-month,Yes,Electronic check,69.15,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,2.305
1447-PJGGA,yes,Two year,Yes,Electronic check,95.25,Female,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,3.175
1448-CYWKC,no,One year,Yes,Credit card (automatic),105.2,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.506666666666667
1448-PWKYE,yes,Month-to-month,No,Electronic check,80.0,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,2.6666666666666665
1449-XQEMT,yes,Month-to-month,Yes,Mailed check,19.8,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.66
1450-GALXR,yes,Month-to-month,Yes,Electronic check,98.5,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,3.283333333333333
1450-SKCVI,yes,Month-to-month,Yes,Electronic check,73.85,Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,2.4616666666666664
1452-KIOVK,no,Month-to-month,Yes,Credit card (automatic),89.1,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,2.9699999999999998
1452-UZOSF,no,Two year,Yes,Credit card (automatic),106.1,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,3.5366666666666666
1452-VOQCH,no,Month-to-month,Yes,Electronic check,75.1,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.503333333333333
1452-XRSJV,no,Month-to-month,No,Credit card (automatic),51.05,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,No,No,No,No,No,1.7016666666666667
1453-RZFON,no,Month-to-month,No,Mailed check,49.9,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,1.6633333333333333
1455-ESIQH,yes,Month-to-month,Yes,Electronic check,89.1,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,2.9699999999999998
1455-HFBXA,no,Two year,Yes,Credit card (automatic),91.6,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,3.0533333333333332
1455-UGQVH,yes,Month-to-month,Yes,Electronic check,98.5,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3.283333333333333
1456-TWCGB,no,Month-to-month,No,Mailed check,49.25,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,1.6416666666666666
1459-QNFQT,no,Two year,No,Bank transfer (automatic),59.5,Male,0,Yes,Yes,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,1.9833333333333334
1460-UZPRJ,no,Two year,No,Mailed check,19.95,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6649999999999999
1465-LNTLJ,no,Month-to-month,Yes,Credit card (automatic),64.4,Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,2.146666666666667
1465-VINDH,yes,Month-to-month,Yes,Credit card (automatic),102.1,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.4033333333333333
1465-WCZVT,no,Month-to-month,No,Mailed check,19.65,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6549999999999999
1468-DEFNC,no,Two year,Yes,Bank transfer (automatic),24.4,Male,1,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8133333333333332
1469-LBJQJ,no,Month-to-month,Yes,Electronic check,105.2,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.506666666666667
1470-PSXNM,no,One year,Yes,Electronic check,93.65,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,3.121666666666667
1471-GIQKQ,no,Month-to-month,No,Electronic check,49.95,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,1.665
1472-TNCWL,no,Month-to-month,Yes,Electronic check,94.7,Male,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,3.1566666666666667
1474-JUWSM,no,One year,Yes,Electronic check,68.4,Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,2.2800000000000002
1475-VWVDO,no,Month-to-month,Yes,Electronic check,74.9,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,2.496666666666667
1478-VPOAD,no,Month-to-month,No,Electronic check,43.8,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,1.46
1480-BKXGA,no,Two year,Yes,Bank transfer (automatic),116.05,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.868333333333333
1480-IVEVR,no,One year,Yes,Bank transfer (automatic),81.6,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,2.7199999999999998
1481-ZUWZA,yes,Month-to-month,Yes,Credit card (automatic),94.5,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,3.15
1482-OXZSY,no,Month-to-month,Yes,Bank transfer (automatic),100.4,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,3.3466666666666667
1485-YDHMM,no,Month-to-month,Yes,Bank transfer (automatic),93.25,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,3.1083333333333334
1488-PBLJN,no,Two year,Yes,Bank transfer (automatic),116.85,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.895
1488-SYSFC,no,Month-to-month,Yes,Electronic check,20.65,Male,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6883333333333332
1492-KGETH,no,One year,No,Bank transfer (automatic),78.35,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2.6116666666666664
1492-QGCLU,no,Month-to-month,No,Electronic check,85.7,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2.856666666666667
1493-AMTIE,yes,Month-to-month,Yes,Bank transfer (automatic),20.2,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6733333333333333
1494-EJZDW,no,Two year,No,Mailed check,20.15,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6716666666666666
1496-GGSUK,yes,Month-to-month,Yes,Mailed check,25.7,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,0.8566666666666667
1498-DQNRX,no,Month-to-month,No,Mailed check,19.85,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6616666666666667
1498-NHTLT,no,Two year,Yes,Electronic check,86.75,Male,0,Yes,Yes,59,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.8916666666666666
1501-SGHBW,yes,Month-to-month,No,Mailed check,45.85,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,1.5283333333333333
1502-XFCVR,yes,One year,Yes,Electronic check,106.45,Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,3.5483333333333333
1506-YJTYT,no,Two year,No,Credit card (automatic),73.85,Male,0,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,2.4616666666666664
1508-DFXCU,no,Month-to-month,Yes,Electronic check,81.45,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,2.7150000000000003
1513-XNPPH,yes,Month-to-month,Yes,Electronic check,89.4,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,2.98
1518-OMDIK,no,Month-to-month,Yes,Credit card (automatic),44.55,Male,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,1.4849999999999999
1518-VOWAV,yes,Month-to-month,Yes,Electronic check,74.65,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,2.4883333333333337
1522-VVDMG,yes,Month-to-month,Yes,Electronic check,89.75,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,2.9916666666666667
1525-LNLOJ,no,Two year,Yes,Bank transfer (automatic),63.3,Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,2.11
1527-SXDPN,yes,Two year,Yes,Bank transfer (automatic),96.25,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,3.2083333333333335
1530-ZTDOZ,no,Month-to-month,No,Bank transfer (automatic),40.65,Female,0,Yes,No,49,No,No phone service,DSL,Yes,No,No,No,Yes,No,1.355
1534-OULXE,no,One year,Yes,Bank transfer (automatic),49.7,Female,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,No,No,No,1.6566666666666667
1535-VTJOQ,no,Two year,No,Credit card (automatic),25.15,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8383333333333333
1536-HBSWP,no,Month-to-month,Yes,Electronic check,49.9,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,1.6633333333333333
1536-YHDOE,no,One year,Yes,Mailed check,62.1,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,2.07
1539-LNKHM,no,Month-to-month,No,Mailed check,20.4,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6799999999999999
1541-ETJZO,yes,Month-to-month,No,Mailed check,62.05,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,2.0683333333333334
1543-LLLFT,no,One year,Yes,Mailed check,98.3,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,3.2766666666666664
1544-JJMYL,no,One year,No,Credit card (automatic),69.35,Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,2.3116666666666665
1545-ACTAS,no,One year,Yes,Bank transfer (automatic),99.7,Female,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,3.3233333333333333
1545-JFUML,no,Two year,Yes,Electronic check,99.0,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,3.3
1548-ARAGG,no,Month-to-month,Yes,Mailed check,58.5,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,1.95
1548-FEHVL,no,Month-to-month,Yes,Electronic check,106.2,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,3.54
1550-EENBN,no,Month-to-month,No,Electronic check,104.35,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,3.478333333333333
1550-LOAHA,yes,Month-to-month,No,Bank transfer (automatic),84.15,Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,2.805
1552-AAGRX,no,Month-to-month,No,Bank transfer (automatic),106.4,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,3.546666666666667
1552-CZCLL,no,Month-to-month,No,Credit card (automatic),20.0,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6666666666666666
1552-TKMXS,no,Month-to-month,No,Credit card (automatic),20.35,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6783333333333333
1555-DJEQW,yes,Two year,Yes,Bank transfer (automatic),114.2,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.8066666666666666
1555-HAPSU,no,Two year,No,Credit card (automatic),23.9,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.7966666666666666
1557-EMYVT,no,Two year,No,Credit card (automatic),115.05,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.835
1559-DTODC,no,Month-to-month,Yes,Bank transfer (automatic),25.15,Male,0,No,No,19,No,No phone service,DSL,No,No,No,No,No,No,0.8383333333333333
1561-BWHIN,no,One year,No,Mailed check,19.8,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.66
1563-IWQEX,no,Month-to-month,No,Mailed check,19.7,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6566666666666666
1564-HJUVY,no,Month-to-month,Yes,Bank transfer (automatic),63.75,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,2.125
1564-NTYXF,yes,Month-to-month,Yes,Electronic check,82.0,Female,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2.7333333333333334
1565-RHDJD,yes,Month-to-month,No,Bank transfer (automatic),84.05,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,2.8016666666666667
1567-DSCIC,yes,Month-to-month,Yes,Electronic check,94.0,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,3.1333333333333333
1568-BEKZM,no,Two year,No,Credit card (automatic),90.05,Male,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,3.0016666666666665
1568-LJSZU,no,Two year,Yes,Credit card (automatic),92.2,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,3.0733333333333333
1569-TTNYJ,yes,Month-to-month,Yes,Electronic check,78.75,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,2.625
1571-SAVHK,yes,Month-to-month,Yes,Mailed check,99.95,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,3.3316666666666666
